Date,Close,High,Low,Open,Volume,Oil_Price,USD_Index,Silver_Price,SP500,Bond_Yield_10Y,VIX_Index,FED_Rate,CPI_Inflation,Real_Yield_10Y
4/9/2001,260.1000061035156,261,256.5,260.5,174,27.059999465942383,114.75,4.321000099182129,1128.4300537109375,4.874000072479248,31.690000534057617,4.8,176.4,2.46
4/16/2001,264.79998779296875,265.29998779296875,259.5,260.5,226,28.25,115.54000091552734,4.357999801635742,1183.5,5.145999908447266,26.12000084,4.8,176.4,2.46
4/23/2001,263.8999938964844,265,262,263.6000061035156,140,27.280000686645508,114.31999969482422,4.434999942779541,1242.97998,5.263000011444092,25.37999916,4.8,176.4,2.46
4/30/2001,266.1000061035156,266.29998779296875,264,264,0,28.270000457763672,115.62000274658203,4.356999874,1253.050048828125,5.313000202178955,24.020000457763672,4.8,176.4,2.46
5/7/2001,267.8999938964844,270,265.1000061035156,266.1000061035156,0,28.360000610351562,114.93000030517578,4.327000141143799,1266.6099853515625,5.184000015258789,23.90999984741211,4.21,177.3,2.46
5/14/2001,287.3999938964844,287.3999938964844,268.1000061035156,268.29998779296875,0,28.549999237060547,116.83999633789062,4.309999942779541,1245.6700439453125,5.484000205993652,23.540000915527344,4.21,177.3,2.46
5/21/2001,277.8999938964844,285.3999938964844,277.8999938964844,285.3999938964844,12,29.90999984741211,116.41000366210938,4.552000045776367,1291.959961,5.390999794006348,21.229999542236328,4.21,177.3,2.46
5/28/2001,266.3999938964844,275,264.20001220703125,273.79998779296875,33089,28.37999916,118.18000030517578,4.563000202178955,1277.8900146484375,5.485000133514404,20.600000381469727,4.21,177.3,2.46
6/4/2001,273.3999938964844,274.20001220703125,264.5,266.8999938964844,645,27.93000030517578,118.88999938964844,4.408999919891357,1260.6700439453125,5.354000091552734,21.59000015258789,3.97,177.7,2.46
6/11/2001,271.20001220703125,276,266.5,271.1000061035156,356,28.399999618530273,119.20999908447266,4.357999801635742,1264.959961,5.333000183105469,19.920000076293945,3.97,177.7,2.46
6/18/2001,272.29998779296875,273.6000061035156,271,272,90,28.510000228881836,118.29000091552734,4.393000126,1214.3599853515625,5.228000164031982,22.809999465942383,3.97,177.7,2.46
6/25/2001,270.6000061035156,277,269.29998779296875,275,8,26.829999923706055,118.91000366210938,4.298999786376953,1225.3499755859375,5.124000072479248,20.020000457763672,3.97,177.7,2.46
7/2/2001,265.8999938964844,269.3999938964844,263.70001220703125,269.3999938964844,72,26.25,119.43000030517578,4.291999816894531,1224.3800048828125,5.389999866485596,19.059999465942383,3.77,177.4,2.46
7/9/2001,267.1000061035156,268.29998779296875,266.20001220703125,266.5,5,28.209999084472656,119.9000015258789,4.235000133514404,1190.5899658203125,5.374000072479248,21.62999916,3.77,177.4,2.46
7/16/2001,269.8999938964844,270.3999938964844,266.8999938964844,266.8999938964844,10,26.59000015258789,119.33000183105469,4.2820000648498535,1215.6800537109375,5.234000205993652,21.139999389648438,3.77,177.4,2.46
7/23/2001,267.3999938964844,269.70001220703125,266.20001220703125,268.79998779296875,17975,25.59000015258789,117.20999908447266,4.218999862670898,1210.8499755859375,5.111999988555908,22.34000015258789,3.77,177.4,2.46
7/30/2001,267.8999938964844,268.5,264.1000061035156,267.29998779296875,2914,27.020000457763672,116.94000244140625,4.202000141143799,1205.8199462890625,5.0960001945495605,22,3.77,177.4,2.46
8/6/2001,273.8999938964844,275.79998779296875,265.8999938964844,267.79998779296875,993,27.62000084,116.13999938964844,4.2129998207092285,1214.3499755859375,5.158999919891357,19.889999389648438,3.65,177.4,2.46
8/13/2001,279.29998779296875,279.29998779296875,273.20001220703125,275.20001220703125,52,28.049999237060547,115.29000091552734,4.135000228881836,1190.1600341796875,5.015999794006348,20.549999237060547,3.65,177.4,2.46
8/20/2001,272.5,277.20001220703125,272.5,277.20001220703125,62,26.62999916,112.98999786376953,4.256999969482422,1161.969970703125,4.841000080108643,23.84000015258789,3.65,177.4,2.46
8/27/2001,274.3999938964844,275.3999938964844,272.29998779296875,272.5,56,26.899999618530273,113.33000183105469,4.182000160217285,1184.9300537109375,4.9120001792907715,19.709999084472656,3.65,177.4,2.46
9/3/2001,273.1000061035156,273.1000061035156,271.6000061035156,271.6000061035156,0,27.200000762939453,113.41999816894531,4.1620001792907715,1133.5799560546875,4.815999984741211,24.920000076293945,3.07,178.1,2.46
9/10/2001,290.20001220703125,290.20001220703125,271.6000061035156,271.6000061035156,0,28.030000686645508,114.05000305175781,4.144000053405762,1085.780029296875,4.796000003814697,30.989999771118164,3.07,178.1,2.46
9/17/2001,291.8999938964844,291.8999938964844,288.1000061035156,289.79998779296875,2,29.530000686645508,114.56999969482422,4.293000221252441,1092.540039,4.835000038146973,31.84000015258789,3.07,178.1,2.46
9/24/2001,292.3999938964844,294,289,289.79998779296875,3135,25.969999313354492,113.04000091552734,4.5920000076293945,965.7999877929688,4.689000129699707,42.65999984741211,3.07,178.1,2.46
10/1/2001,291.3999938964844,292.8999938964844,289.8999938964844,291.79998779296875,362,23.43000030517578,113.4800033569336,4.646999835968018,1040.939941,4.574999809265137,31.93000030517578,2.49,177.6,2.46
10/8/2001,284.8999938964844,292.70001220703125,280.5,292,265,22.389999389648438,112.91000366210938,4.664999961853027,1071.3800048828125,4.504000186920166,33.38999938964844,2.49,177.6,2.46
10/15/2001,280.1000061035156,283.3999938964844,279,282.70001220703125,209,22.5,113.88999938964844,4.447999954223633,1091.6500244140625,4.658999919891357,35.27000045776367,2.49,177.6,2.46
10/22/2001,277.8999938964844,277.8999938964844,275.5,275.5,49,21.829999923706055,114.86000061035156,4.257999897003174,1073.47998,4.599999904632568,34.11000061035156,2.49,177.6,2.46
10/29/2001,279.79998779296875,281.20001220703125,278.5,278.5,8,22.049999237060547,115.6500015258789,4.203000068664551,1104.6099853515625,4.520999908447266,28.420000076293945,2.49,177.6,2.46
11/5/2001,277.3999938964844,281,276.79998779296875,278.5,96,20.18000030517578,114.54000091552734,4.098999977111816,1087.199951171875,4.3460001945495605,30.709999084472656,2.09,177.5,2.46
11/12/2001,274.70001220703125,278.29998779296875,274.70001220703125,278.29998779296875,4,22.219999313354492,115.08999633789062,4.070000171661377,1120.310059,4.307000160217285,27.440000534057617,2.09,177.5,2.46
11/19/2001,272.8999938964844,273,272.70001220703125,272.70001220703125,0,18.030000686645508,116.41000366210938,4.0929999351501465,1138.6500244140625,4.885000228881836,25.06999969482422,2.09,177.5,2.46
11/26/2001,273.8999938964844,275.5,272.29998779296875,272.29998779296875,27849,18.959999084472656,117.33000183105469,4.0329999923706055,1150.3399658203125,4.991000175476074,23.25,2.09,177.5,2.46
12/3/2001,273.8999938964844,277.5,273,273.5,1352,19.440000534057617,116.12999725341797,4.127999782562256,1139.449951171875,4.743999958,23.84000015258789,1.82,177.4,2.46
12/10/2001,278,278.5,271.20001220703125,272.5,588,19.040000915527344,116.1500015258789,4.25,1158.310059,5.1479997634887695,23.489999771118164,1.82,177.4,2.46
12/17/2001,278,281.29998779296875,275.5,278.20001220703125,211,19.290000915527344,114.93000030517578,4.356999874,1123.0899658203125,5.160999774932861,24.62999916,1.82,177.4,2.46
12/24/2001,276.5,280.8999938964844,276.5,278.29998779296875,4,19.62000084,116.9800033569336,4.465000152587891,1144.8900146484375,5.078000068664551,22.5,1.82,177.4,2.46
12/31/2001,278.8999938964844,278.8999938964844,276.79998779296875,276.79998779296875,8,20.40999984741211,117.26000213623047,4.488999843597412,1161.02002,5.106999874,21.399999618530273,1.82,177.4,2.46
1/7/2002,287.3999938964844,287.3999938964844,278.6000061035156,278.6000061035156,7,21.62000084,116.33000183105469,4.642000198364258,1172.510009765625,5.140999794006348,20.450000762939453,1.73,177.7,2.46
1/14/2002,283.1000061035156,287.29998779296875,283.1000061035156,285.3999938964844,10,19.68000030517578,116.63999938964844,4.690999984741211,1145.5999755859375,4.859000205993652,22.600000381469727,1.73,177.7,2.46
1/21/2002,278.79998779296875,281.5,278.1000061035156,281.5,8,18,117.51000213623047,4.3379998207092285,1127.5799560546875,4.888000011444092,22.520000457763672,1.73,177.7,2.46
1/28/2002,286,287.5,278.29998779296875,278.29998779296875,29118,20,119.8499984741211,4.297999858856201,1133.280029296875,5.071000099182129,21.010000228881836,1.73,177.7,2.46
2/4/2002,303.5,308,285.3999938964844,286,2069,20.399999618530273,119.79000091552734,4.306000232696533,1122.199951171875,4.979000091552734,21.12000084,1.74,178,2.46
2/11/2002,298.3999938964844,303.5,296.70001220703125,303.5,1127,20.25,118.9800033569336,4.452000141143799,1096.219970703125,4.879000186920166,23.260000228881836,1.74,178,2.46
2/18/2002,293.20001220703125,297.29998779296875,290.79998779296875,297,223,21.5,118.5999984741211,4.534999847412109,1104.1800537109375,4.862999916,22.37000084,1.74,178,2.46
2/25/2002,298,298,291.5,292.70001220703125,9,21.079999923706055,118.4800033569336,4.394999980926514,1089.8399658203125,4.827000141143799,22.860000610351562,1.74,178,2.46
3/4/2002,290.1000061035156,298,290.1000061035156,296.70001220703125,81,22.360000610351562,119.4000015258789,4.548999786376953,1131.780029296875,4.9710001945495605,19.959999084472656,1.73,178.5,2.46
3/11/2002,289.8999938964844,293.6000061035156,289.8999938964844,291.1000061035156,44,23.850000381469727,117.98999786376953,4.492000102996826,1164.310059,5.315999984741211,19.270000457763672,1.73,178.5,2.46
3/18/2002,297.29998779296875,297.29998779296875,292.1000061035156,292.1000061035156,6,24.479999542236328,117.22000122070312,4.481999874,1166.1600341796875,5.362999916,18.420000076293945,1.73,178.5,2.46
3/25/2002,302.6000061035156,304.5,296.29998779296875,297.3999938964844,29334,25.260000228881836,118.05000305175781,4.531000137329102,1148.699951171875,5.388999938964844,17.770000457763672,1.73,178.5,2.46
4/1/2002,300.1000061035156,306.79998779296875,298.70001220703125,302.6000061035156,1146,26.229999542236328,118.62000274658203,4.640999794006348,1147.3900146484375,5.406000137329102,17.399999618530273,1.75,179.3,2.46
4/8/2002,302.1000061035156,303.20001220703125,297.70001220703125,299,467,26.219999313354492,117.69000244140625,4.571000099182129,1122.72998,5.210000038146973,19.12999916,1.75,179.3,2.46
4/15/2002,302.29998779296875,306,297.5,303.29998779296875,280,23.450000762939453,117.73999786376953,4.5879998207092285,1111.010009765625,5.156000137329102,19.420000076293945,1.75,179.3,2.46
4/22/2002,311.6000061035156,312.5,302.79998779296875,304.1000061035156,333,26.399999618530273,116.29000091552734,4.498000144958496,1125.1700439453125,5.190000057220459,18.299999237060547,1.75,179.3,2.46
4/29/2002,312.20001220703125,312.20001220703125,308.29998779296875,311.20001220703125,0,27.149999618530273,115.04000091552734,4.646999835968018,1076.3199462890625,5.058000087738037,22.139999389648438,1.75,179.3,2.46
5/6/2002,311,311.6000061035156,307.5,311.20001220703125,2,26.719999313354492,113.58999633789062,4.5970001220703125,1073.4300537109375,5.061999797821045,20.190000534057617,1.75,179.5,2.46
5/13/2002,310.6000061035156,311,306.79998779296875,311,7,27.87999916,113.94999694824219,4.6579999923706055,1054.989990234375,5.126999855041504,22.40999984741211,1.75,179.5,2.46
5/20/2002,320.3999938964844,322.5,315.70001220703125,315.70001220703125,0,28.200000762939453,113,4.6539998054504395,1106.5899658203125,5.241000175476074,17.700000762939453,1.75,179.5,2.46
5/27/2002,326.5,329,323.5,323.8999938964844,29734,25.87999916,112.80000305175781,4.856999874,1083.8199462890625,5.138000011444092,18.899999618530273,1.75,179.5,2.46
6/3/2002,324.6000061035156,330.29998779296875,320.1000061035156,326.6000061035156,3711,25.350000381469727,111.80999755859375,5.026000022888184,1067.1400146484375,5.043000221252441,19.979999542236328,1.75,179.6,2.46
6/10/2002,319.1000061035156,323.8999938964844,316,323,954,24.729999542236328,110.98999786376953,4.9710001945495605,1027.530029296875,5.061999797821045,23.510000228881836,1.75,179.6,2.46
6/17/2002,324.6000061035156,325.20001220703125,317,318,845,25.87000084,110.76000213623047,4.8470001220703125,1007.27002,4.806000232696533,25.959999084472656,1.75,179.6,2.46
6/24/2002,313.5,327.29998779296875,313.5,326.5,307,25.75,108.19000244140625,4.8520002365112305,989.1400146484375,4.755000114440918,27.229999542236328,1.75,179.6,2.46
7/1/2002,310.8999938964844,315.29998779296875,310.8999938964844,314,22,26.860000610351562,106.11000061035156,4.833000183105469,989.8200073242188,4.823999881744385,25.399999618530273,1.73,180,2.46
7/8/2002,315.6000061035156,317.20001220703125,312.1000061035156,313.29998779296875,12,26.799999237060547,107.66999816894531,4.934999942779541,989.0300293,4.863999843597412,27.110000610351562,1.73,180,2.46
7/15/2002,323.8999938964844,323.8999938964844,317,320.5,474,27.469999313354492,105.88999938964844,5.046000003814697,921.3900146484375,4.59499979,32.939998626708984,1.73,180,2.46
7/22/2002,303.3999938964844,323.6000061035156,303.3999938964844,323.6000061035156,3,27.829999923706055,104.05999755859375,5.063000202178955,847.75,4.565000057220459,38.16999816894531,1.73,180,2.46
7/29/2002,307,307.8999938964844,298,302.5,28628,26.540000915527344,106.61000061035156,4.660999774932861,852.8400268554688,4.367000102996826,35.50999832,1.73,180,2.46
8/5/2002,314.20001220703125,315.5,304.79998779296875,307.5,483,26.84000015258789,106.66999816894531,4.590000152587891,864.2399902,4.261000156402588,41.290000915527344,1.74,180.5,2.46
8/12/2002,313.70001220703125,318,311,313.79998779296875,1085,26.860000610351562,108.20999908447266,4.666999816894531,908.6400146484375,4.267000198364258,35.33000183105469,1.74,180.5,2.46
8/19/2002,306.70001220703125,313.1000061035156,304.8999938964844,313.1000061035156,873,29.329999923706055,106.72000122070312,4.489999771118164,928.7700195,4.316999912261963,28.809999465942383,1.74,180.5,2.46
8/26/2002,312.3999938964844,312.8999938964844,308.5,310.5,206,28.729999542236328,107.97000122070312,4.420000076293945,940.8599853515625,4.228000164031982,29.31999969482422,1.74,180.5,2.46
9/2/2002,319.8999938964844,320,312.5,312.5,7,28.979999542236328,106.9800033569336,4.436999797821045,916.0700073242188,4.137000084,32.63999938964844,1.75,180.8,2.46
9/9/2002,316.6000061035156,321.29998779296875,316.6000061035156,321.29998779296875,0,29.610000610351562,106.83999633789062,4.512000084,893.9199829101562,4.035999774932861,36.33000183105469,1.75,180.8,2.46
9/16/2002,321.8999938964844,322.6000061035156,317,317.1000061035156,7,29.809999465942383,108.05999755859375,4.553999900817871,889.8099975585938,3.9000000953674316,35.81999969482422,1.75,180.8,2.46
9/23/2002,319.70001220703125,325.8999938964844,319,323,4343,29.84000015258789,107.52999877929688,4.629000186920166,845.3900146484375,3.7760000228881836,38.97999954223633,1.75,180.8,2.46
9/30/2002,322.1000061035156,324.20001220703125,319.6000061035156,320.70001220703125,3047,30.540000915527344,107.52999877929688,4.486999988555908,827.3699951171875,3.688999891281128,36.970001220703125,1.75,180.8,2.46
10/7/2002,316.29998779296875,322.20001220703125,316.29998779296875,322,80,29.62000084,107.5999984741211,4.474999904632568,800.5800170898438,3.684999942779541,39.459999084472656,1.75,181.2,2.46
10/14/2002,312.70001220703125,318,311.5,318,610,29.37000084,107.25,4.308000087738037,835.3200073242188,3.812999963760376,35.70000076293945,1.75,181.2,2.46
10/21/2002,313.3999938964844,314,309.79998779296875,310.8999938964844,140,29.600000381469727,108.5199966430664,4.3520002365112305,884.3900146484375,4.133999824523926,33.529998779296875,1.75,181.2,2.46
10/28/2002,318.79998779296875,318.79998779296875,314,314,15,27.049999237060547,107.91999816894531,4.399000168,897.6500244140625,4.09499979,30,1.75,181.2,2.46
11/4/2002,321.29998779296875,321.5,317.5,318.29998779296875,2,27.12999916,106.08000183105469,4.484000205993652,900.9600219726562,3.9769999980926514,29.299999237060547,1.34,181.5,2.46
11/11/2002,320.70001220703125,324.5,317.5,321.20001220703125,4,25.780000686645508,104.5,4.526000022888184,894.7399902,3.8519999980926514,29.40999984741211,1.34,181.5,2.46
11/18/2002,320.70001220703125,320.70001220703125,317.20001220703125,319.20001220703125,6,25.510000228881836,105.04000091552734,4.572999954223633,909.8300170898438,4.051000118255615,26.649999618530273,1.34,181.5,2.46
11/25/2002,316.79998779296875,318.8999938964844,316.5,316.5,54539,26.760000228881836,106.12000274658203,4.540999889373779,930.5499877929688,4.175000190734863,23.15999984741211,1.34,181.5,2.46
12/2/2002,326.29998779296875,328,315.5,318.1000061035156,2766,26.889999389648438,106.41000366210938,4.414000034332275,936.3099975585938,4.2129998207092285,27.5,1.24,181.8,2.46
12/9/2002,333.20001220703125,336,323,325.70001220703125,920,26.93000030517578,105.36000061035156,4.631999969482422,912.2299805,4.0929999351501465,28.87999916,1.24,181.8,2.46
12/16/2002,340.5,349.20001220703125,332.5,334,391,28.440000534057617,103.9800033569336,4.703999996185303,889.4799805,4.061999797821045,28.18000030517578,1.24,181.8,2.46
12/23/2002,349.20001220703125,350.5,342,344.5,365,30.299999237060547,103.45999908447266,4.630000114440918,895.7600098,3.953000068664551,26.709999084472656,1.24,181.8,2.46
12/30/2002,351.20001220703125,351.20001220703125,341,350.3999938964844,14,32.720001220703125,102.41000366210938,4.711999893188477,875.4000244140625,3.812999963760376,29.549999237060547,1.24,181.8,2.46
1/6/2003,354.5,354.5,346.29998779296875,351.70001220703125,9,33.08000183105469,102.47000122070312,4.892000198364258,908.5900268554688,4.038000106811523,24.68000030517578,1.24,181.8,2.46
1/13/2003,356.6000061035156,357.70001220703125,350,352,1,31.68000030517578,101.2300033569336,4.859000205993652,927.5700073242188,4.1519999504089355,24.31999969482422,1.24,181.8,2.38
1/20/2003,368.2000122070313,368.2000122070313,356.20001220703125,357.29998779296875,65,33.90999984741211,100.55000305175781,4.797999858856201,901.7800293,4.014999866485596,25.700000762939453,1.24,181.8,2.16
1/27/2003,368.2999877929688,372,362.6000061035156,371,8220,33.279998779296875,99.22000122070312,4.875,861.4000244140625,3.9030001163482666,31.510000228881836,1.24,181.8,2.16
2/3/2003,369.8999938964844,388.8999938964844,367.5,368,3672,33.50999832,99.91000366210938,4.853000164031982,855.7000122070312,3.9749999046325684,31.170000076293945,1.24,181.8,2.2
2/10/2003,351.8999938964844,372,349,370.3999938964844,2358,35.119998931884766,99.56999969482422,4.645999908447266,829.6900024414062,3.9240000247955322,34.00999832,1.24,181.8,2.06
2/17/2003,351.79998779296875,355,342,347.79998779296875,764,36.79999923706055,100.04000091552734,4.531000137329102,834.8900146484375,3.9519999027252197,32.619998931884766,1.24,181.8,1.87
2/24/2003,350.20001220703125,359,346.1000061035156,353.8999938964844,134,35.58000183105469,100.08999633789062,4.663000106811523,848.1699829101562,3.8929998874664307,30.25,1.24,181.8,1.87
3/3/2003,350.79998779296875,356.79998779296875,349.20001220703125,349.20001220703125,0,36.599998474121094,99.70999908447266,4.585000038146973,841.1500244140625,3.696000099182129,29.62999916,1.24,181.8,1.77
3/10/2003,336.5,354.70001220703125,335.8999938964844,354.70001220703125,6,37.779998779296875,98.04000091552734,4.676000118255615,828.8900146484375,3.619999885559082,31.079999923706055,1.24,181.8,1.69
3/17/2003,326,343,326,343,29,35.380001068115234,99.98999786376953,4.5269999504089355,833.2700195,3.7070000171661377,30.979999542236328,1.24,181.8,1.97
3/24/2003,328.70001220703125,331.5,328.3999938964844,329.5,4039,26.90999984741211,101.91999816894531,4.3460001945495605,895.7899780273438,4.09499979,28.670000076293945,1.24,181.8,2.18
3/31/2003,325.29998779296875,338.3999938964844,323,331.6000061035156,3543,30.15999984741211,99.95999908447266,4.428999900817871,863.5,3.8959999084472656,27.75,1.24,181.8,2.03
4/7/2003,327.8999938964844,327.8999938964844,319.29998779296875,321,1262,28.62000084,100.44999694824219,4.410999774932861,878.8499755859375,3.944000005722046,29.12999916,1.24,181.8,2.21
4/14/2003,327.20001220703125,328.29998779296875,322.5,325.6000061035156,190,28.139999389648438,100.18000030517578,4.488999843597412,868.2999877929688,3.9809999465942383,24.440000534057617,1.24,181.8,2.22
4/21/2003,333.3999938964844,336.5,329.5,329.70001220703125,120,30.549999237060547,99.30000305175781,4.466000080108643,893.5800170898438,3.9570000171661377,21.5,1.24,181.8,2.25
4/28/2003,341,342.20001220703125,333,335,10,26.260000228881836,98.36000061035156,4.630000114440918,898.8099975585938,3.885999917984009,20.799999237060547,1.24,181.8,2.16
5/5/2003,348.6000061035156,348.20001220703125,342.1000061035156,342.29998779296875,18,25.670000076293945,96.76000213623047,4.783999919891357,930.0800170898438,3.9130001068115234,20.62999916,1.24,181.8,2.19
5/12/2003,354.70001220703125,352.70001220703125,350,351.6000061035156,5,27.719999313354492,94.98000336,4.7870001792907715,933.4099731445312,3.690999984741211,19.690000534057617,1.24,181.8,1.96
5/19/2003,368.7999877929688,368.7999877929688,364.2000122070313,364.2000122070313,5,29.139999389648438,94.08000183105469,4.7820000648498535,944.2999877929688,3.4619998931884766,18.399999618530273,1.24,181.8,1.85
5/26/2003,364.5,370,358.6000061035156,367.7999877929688,163995,29.15999984741211,93.05000305175781,4.638999938964844,933.2199707,3.3329999446868896,19.170000076293945,1.24,181.8,1.83
6/2/2003,363.7000122070313,370,360,360,6167,29.559999465942383,93.26999664,4.526000022888184,963.5900268554688,3.3499999046325684,19.469999313354492,1.24,181.8,1.83
6/9/2003,356.6000061035156,366.1000061035156,351,362.7999877929688,2578,31.280000686645508,93.48000336,4.538000106811523,987.7600098,3.3519999980926514,21.25,1.24,181.8,1.68
6/16/2003,356.29998779296875,365,356,359.1000061035156,895,30.649999618530273,92.22000122070312,4.570000171661377,988.6099853515625,3.1040000915527344,20.65999984741211,1.24,181.8,1.59
6/23/2003,345.20001220703125,357.29998779296875,343.3999938964844,355.8999938964844,779,30.81999969482422,94.04000091552734,4.525000095367432,995.6900024414062,3.3959999084472656,19.139999389648438,1.24,181.8,1.71
